Cleaned_Sentence,Sentiment
cash flow operation total eur 2.71 mn compare negative eur 0.83 mn correspond period 2008 .,2
teliasonera say $ 100 million invest next year region bring mobile coverage 90 % nepal population .,2
see slide show new product release fiskars .,1
however increase signal traffic waste network resource allow few smartphones connect .,0
order also include highpower drive control seismic compressor .,1
succeed krister kylas decide leave teliasonera .,1
payment acquire share make cash price per share eur 1 plus administration fee .,1
approximately sek 166 million repayment demand overcharge stockholm area remain sek 87 million take western coast inspectorate say .,1
transaction tikkurila powder coating relate operation .,1
business area net sale slightly 2m 2006 .,1
repayment eur 105 million debenture bond relate company previous announcement october 21 2009 collect irrevocable sell commitment holder subordinate debenture bond .,1
loss financial item total eur 9.7 mn compare profit eur 1.3 mn correspond period 2008 .,0
tecnotree convergent charge solution include functionality prepaid postpaid billing charge rating voice call video call raw data traffic mobile fix network .,1
adpnews jul 17 2009 finlandbased steel maker rautaruukki oyj ruukki hel rtrks say today slip net loss eur 184 million usd 259.7 first half 2009 net profit eur 2,1
group expand chain include 45 store .,2
sale tiimari business go 8 % eur 11.8 million gallerix store saw 29 % growth eur 2 million .,1
support nokia phone include n96 n958gb n95 n93n931 n92 n85 n82 n81 n80 n79 n78 n77 n76 n75 n73 n72 n71 e90 e71 e70 e66 e65 e62 e61e61i e60 e51 e50 touch xpress 5800 6220 classic 6210 navigator 6120 classic 6110 navigator 5700 5500 5320xm .,1
first group customer train paintshop owner assistant .,1
arvo vuorenmaa loviisa plant general manager say application new licence standard procedure quite confident approval grant .,2
layoff affect 240 people total 320 okmetic employee finland .,1
finnish mreal kyro mill start negotiation cut staff .,0
accord swedish authority trace toxic osmium tetroxide find coast permeri northernmost part gulf bothnia .,1
among industrial stock metso add 0.53 pct 40.04 eur wartsila b 0.77 pct 47.87 eur rautaruukki k 1.08 pct low 37.56 eur .,1
term disclose .,1
expand agreement cover sale marketing distribution benefon navigation locator device china .,1
raute report loss per share eur0 .86 first half 2009 eps eur0 .74 corresponding period 2008 .,0
salcomp oyj finnish maker mobile phone charger monday post eur1 .49 million loss second quarter compare 1.70 million profit period previous year .,0
astrazeneca chase acerta secure next cancer drug winner,2
company reportedly search replacement ceo ollipekka kallasvuo .,1
total size complex around 25000 m2 project construct stage .,1
fki john jiang work several general manager senior business consultant position international company china .,1
kaupthing bank publish annual result 2007 market open thursday 31 january .,1
city cu welcome dart member dallascity cu welcome member dart fcu merge city cu .,1
danske bank danske dc jump 3.7 percent 133.4 krone rebound yesterday 3.5 percent slide .,2
26 november 2010 finnish sportsequipment maker amer sport oyj hel ameas say today obtain eur30m schuldschein note loan pool international investor .,1
hold recent double bottom buy point 56.57 almost penny today $ wmt,2
first phase complete end 2012 .,1
contract sign august papua new guineabased lihir gold ltd asx lgl .,2
warren buffett defends berkshire hathaways conglomerate structure,2
short $ faz dont know mean market tank p,0
company issue inaugural eurobond deal near future subject market condition .,1
2500passenger ferry dimension 185 length overall 170 length perpendicular 27.70 breadth 6.55 design draught .,1
aviva plc direct line insurance group plc admiral group plc set soar ?,2
rapala aim move distribution unit ragot loudeac bretagne distribution unit waterqueen fish line supplier tortue saint marcel central france morvillars .,1
project 2 x 600 mw coalfired power plant locate 420 km south hanoi company say .,1
glaston glass processing unit tamglass glass processing manufacturer high quality safety glass product operate finland .,1
deal strengthen ramirent position especially industrial sector large investment project .,2
mall part baltic pearl development project city st petersburg baltic pearl cjsc subsidiary shanghai foreign joint investment company develop home 35000 people .,1
double bottom handle buy point 29.51 $ ip,2
finnish construction company yit reduce number startup marketfinanced residential unit 2007 2300 previously announce 2700 .,0
company say previously eb deliver custom solution lg electronics make commercially available mobile terminal vendor well wireless operator .,1
lemminkainen infra oy subsidiary lemminkainen sverige ab perform construction work expect start early 2011 complete summer 2013 .,1
6 october 2010 finnish paint coating company tikkurila oyj hel tik1v announce today launch tikkurila prohouse method protection wooden surface via treatment ultra pro waterborne product .,1
payment share shall effect subscription .,1
$ ocn stuff . look add share get new high breakout .,2
q1 10 19 april 2010 finnish forest machinery equipment maker ponsse oyj hel pon1v say today expect swing net profit eur6 .3 first quarter 2010 eur9 .6 loss year earlier .,2
finnish construction company yit oyj say november 13 2007 70 mln euro $ 102.8 mln contract construct new office building local property company tapiola real estate oy .,2
transaction able participate develop industry .,2
result cancellation maximum increase citycon share capital basis convertible bond decrease eur 23383927.80 eur 22901784.75 .,1
lee man paper metso long prosperous cooperation good example changshu hongmei kraftliner machine deliver earlier .,2
september alone market decline 10.2 percent yearonyear 19.28 million liter .,1
adp news may 29 2009 bank america bofa downgrade today rating swedishfinnish paper maker stora enso oyj hel sterv finnish sector player upmkymmene oyj hel upm1v underperf,0
thus group balance sheet eur 25.8 million goodwill company add .,1
sanoma magazine net sale estimate grow 2006 .,2
meantime ceo duty assume outotec deputy ceo seppo rantakari .,1
department store division sale fell 8.6 % eur 140.2 mn .,1
kone share drop 4.1 percent x20ac 43 u $ 55.77 helsinki .,1
finnish larox sign contract talvivaara project delivery filter talvivaara nickel mine sotkamo finland .,2
net cash operating activity negative eur 0.3 mn compare eur 30.9 mn 2009 .,0
coffee serve starting 1430 eet well event .,1
12.01 pm omx helsinki 25 0.66 pct 3143.57 omx helsinki 0.67 pct low 10530.74 253 mln eur turnover .,0
gross area eight house 12167 m2 .,1
example net sale increase 5.9 % first quarter ebitda increase negative eur 0.2 mn first quarter 2009 .,2
acando ab acanb s fell 8.9 percent 13.35 kronor low close since dec. 11 .,1
also sixyear historic analysis provide market .,1
8 may 2009 finnish liquid handling product diagnostic test system maker biohit oyj hel biobv say today 8 may 2009 net loss narrow eur0 .1 usd0 .14 first quarter 2009 eur0 .4 period 2008 .,2
subject project provide company like software program consultancy service computerrelated service data service computer support consultancy service internet service etc . .,1
due postponement decisionmaking project negotiation phase early estimation .,1
profit tax amount eur 56.5 mn eur 232.9 mn year ago .,0
$ tsla 57 % february low . amaze rebound .,2
finnish logistics information solution provider do solution corporation omx helsinki dso1v report wednesday 29 october operating profit eur3 .6 net sale eur35 .1 period januaryseptember 2008 .,1
honkarakenne start production need partner sawmill operation .,1
$ yndx price stock 2 time low annual earnings could resist buy everyone selling,2
2009 fiskars cash flow operate activity amount eur121m eur97m previous year .,2
stora enso target cut eur 4.85 eur 5.55 holmen target sek 135 sek 150 .,0
2008 steel industry account 64 percent cargo volume transport whereas energy industry account 28 percent industry 8 percent .,1
$ renn top tail 5 min . chart 7.31 short .,0
return investment roi 4.1 % compare 43.8 % first half 2008 .,0
company say result third quarter include nonrecurring item .,1
